Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as,Location
הדלקת נרות,25/12/2026,16:25,25/12/2026,16:25,FALSE,,4,Ashdod
הבדלה,26/12/2026,17:24,26/12/2026,17:24,FALSE,,4,Ashdod
הדלקת נרות,01/01/2027,16:30,01/01/2027,16:30,FALSE,,4,Ashdod
הבדלה,02/01/2027,17:29,02/01/2027,17:29,FALSE,,4,Ashdod
הדלקת נרות,08/01/2027,16:35,08/01/2027,16:35,FALSE,,4,Ashdod
הבדלה,09/01/2027,17:34,09/01/2027,17:34,FALSE,,4,Ashdod
הדלקת נרות,15/01/2027,16:41,15/01/2027,16:41,FALSE,,4,Ashdod
הבדלה,16/01/2027,17:40,16/01/2027,17:40,FALSE,,4,Ashdod
הדלקת נרות,22/01/2027,16:48,22/01/2027,16:48,FALSE,,4,Ashdod
הבדלה,23/01/2027,17:45,23/01/2027,17:45,FALSE,,4,Ashdod
הדלקת נרות,29/01/2027,16:54,29/01/2027,16:54,FALSE,,4,Ashdod
הבדלה,30/01/2027,17:51,30/01/2027,17:51,FALSE,,4,Ashdod
הדלקת נרות,05/02/2027,17:00,05/02/2027,17:00,FALSE,,4,Ashdod
הבדלה,06/02/2027,17:57,06/02/2027,17:57,FALSE,,4,Ashdod
הדלקת נרות,12/02/2027,17:07,12/02/2027,17:07,FALSE,,4,Ashdod
הבדלה,13/02/2027,18:03,13/02/2027,18:03,FALSE,,4,Ashdod
הדלקת נרות,19/02/2027,17:13,19/02/2027,17:13,FALSE,,4,Ashdod
הבדלה,20/02/2027,18:09,20/02/2027,18:09,FALSE,,4,Ashdod
הדלקת נרות,26/02/2027,17:18,26/02/2027,17:18,FALSE,,4,Ashdod
הבדלה,27/02/2027,18:14,27/02/2027,18:14,FALSE,,4,Ashdod
הדלקת נרות,05/03/2027,17:23,05/03/2027,17:23,FALSE,,4,Ashdod
הבדלה,06/03/2027,18:19,06/03/2027,18:19,FALSE,,4,Ashdod
הדלקת נרות,12/03/2027,17:29,12/03/2027,17:29,FALSE,,4,Ashdod
הבדלה,13/03/2027,18:24,13/03/2027,18:24,FALSE,,4,Ashdod
הדלקת נרות,19/03/2027,17:33,19/03/2027,17:33,FALSE,,4,Ashdod
הבדלה,20/03/2027,18:29,20/03/2027,18:29,FALSE,,4,Ashdod
הדלקת נרות,26/03/2027,18:38,26/03/2027,18:38,FALSE,,4,Ashdod
הבדלה,27/03/2027,19:34,27/03/2027,19:34,FALSE,,4,Ashdod
הדלקת נרות,02/04/2027,18:43,02/04/2027,18:43,FALSE,,4,Ashdod
הבדלה,03/04/2027,19:39,03/04/2027,19:39,FALSE,,4,Ashdod
הדלקת נרות,09/04/2027,18:48,09/04/2027,18:48,FALSE,,4,Ashdod
הבדלה,10/04/2027,19:44,10/04/2027,19:44,FALSE,,4,Ashdod
הדלקת נרות,16/04/2027,18:52,16/04/2027,18:52,FALSE,,4,Ashdod
הבדלה,17/04/2027,19:49,17/04/2027,19:49,FALSE,,4,Ashdod
הדלקת נרות,23/04/2027,18:57,23/04/2027,18:57,FALSE,,4,Ashdod
הבדלה,24/04/2027,19:54,24/04/2027,19:54,FALSE,,4,Ashdod
הדלקת נרות,30/04/2027,19:02,30/04/2027,19:02,FALSE,,4,Ashdod
הבדלה,01/05/2027,20:00,01/05/2027,20:00,FALSE,,4,Ashdod
הדלקת נרות,07/05/2027,19:07,07/05/2027,19:07,FALSE,,4,Ashdod
הבדלה,08/05/2027,20:06,08/05/2027,20:06,FALSE,,4,Ashdod
הדלקת נרות,14/05/2027,19:12,14/05/2027,19:12,FALSE,,4,Ashdod
הבדלה,15/05/2027,20:11,15/05/2027,20:11,FALSE,,4,Ashdod
הדלקת נרות,21/05/2027,19:17,21/05/2027,19:17,FALSE,,4,Ashdod
הבדלה,22/05/2027,20:17,22/05/2027,20:17,FALSE,,4,Ashdod
הדלקת נרות,28/05/2027,19:21,28/05/2027,19:21,FALSE,,4,Ashdod
הבדלה,29/05/2027,20:22,29/05/2027,20:22,FALSE,,4,Ashdod
הדלקת נרות,04/06/2027,19:25,04/06/2027,19:25,FALSE,,4,Ashdod
הבדלה,05/06/2027,20:26,05/06/2027,20:26,FALSE,,4,Ashdod
הדלקת נרות,11/06/2027,19:28,11/06/2027,19:28,FALSE,,4,Ashdod
הבדלה,12/06/2027,20:29,12/06/2027,20:29,FALSE,,4,Ashdod
הדלקת נרות,18/06/2027,19:31,18/06/2027,19:31,FALSE,,4,Ashdod
הבדלה,19/06/2027,20:32,19/06/2027,20:32,FALSE,,4,Ashdod
הדלקת נרות,25/06/2027,19:32,25/06/2027,19:32,FALSE,,4,Ashdod
הבדלה,26/06/2027,20:33,26/06/2027,20:33,FALSE,,4,Ashdod
הדלקת נרות,02/07/2027,19:32,02/07/2027,19:32,FALSE,,4,Ashdod
הבדלה,03/07/2027,20:33,03/07/2027,20:33,FALSE,,4,Ashdod
הדלקת נרות,09/07/2027,19:32,09/07/2027,19:32,FALSE,,4,Ashdod
הבדלה,10/07/2027,20:31,10/07/2027,20:31,FALSE,,4,Ashdod
הדלקת נרות,16/07/2027,19:29,16/07/2027,19:29,FALSE,,4,Ashdod
הבדלה,17/07/2027,20:28,17/07/2027,20:28,FALSE,,4,Ashdod
הדלקת נרות,23/07/2027,19:26,23/07/2027,19:26,FALSE,,4,Ashdod
הבדלה,24/07/2027,20:24,24/07/2027,20:24,FALSE,,4,Ashdod
הדלקת נרות,30/07/2027,19:21,30/07/2027,19:21,FALSE,,4,Ashdod
הבדלה,31/07/2027,20:19,31/07/2027,20:19,FALSE,,4,Ashdod
הדלקת נרות,06/08/2027,19:16,06/08/2027,19:16,FALSE,,4,Ashdod
הבדלה,07/08/2027,20:12,07/08/2027,20:12,FALSE,,4,Ashdod
תחילת הַצוֹם,11/08/2027,19:30,11/08/2027,19:30,FALSE,עֶרֶב תִּשְׁעָה בְּאָב,4,Ashdod
סִיּוּם הַצוֹם,12/08/2027,20:00,12/08/2027,20:00,FALSE,תִּשְׁעָה בְּאָב,4,Ashdod
הדלקת נרות,13/08/2027,19:09,13/08/2027,19:09,FALSE,,4,Ashdod
הבדלה,14/08/2027,20:05,14/08/2027,20:05,FALSE,,4,Ashdod
הדלקת נרות,20/08/2027,19:02,20/08/2027,19:02,FALSE,,4,Ashdod
הבדלה,21/08/2027,19:57,21/08/2027,19:57,FALSE,,4,Ashdod
הדלקת נרות,27/08/2027,18:54,27/08/2027,18:54,FALSE,,4,Ashdod
הבדלה,28/08/2027,19:48,28/08/2027,19:48,FALSE,,4,Ashdod
הדלקת נרות,03/09/2027,18:45,03/09/2027,18:45,FALSE,,4,Ashdod
הבדלה,04/09/2027,19:39,04/09/2027,19:39,FALSE,,4,Ashdod
הדלקת נרות,10/09/2027,18:36,10/09/2027,18:36,FALSE,,4,Ashdod
הבדלה,11/09/2027,19:30,11/09/2027,19:30,FALSE,,4,Ashdod
הדלקת נרות,17/09/2027,18:27,17/09/2027,18:27,FALSE,,4,Ashdod
הבדלה,18/09/2027,19:20,18/09/2027,19:20,FALSE,,4,Ashdod
הדלקת נרות,24/09/2027,18:18,24/09/2027,18:18,FALSE,,4,Ashdod
הבדלה,25/09/2027,19:11,25/09/2027,19:11,FALSE,,4,Ashdod
הדלקת נרות,01/10/2027,18:08,01/10/2027,18:08,FALSE,,4,Ashdod
הבדלה,02/10/2027,19:02,02/10/2027,19:02,FALSE,,4,Ashdod
הדלקת נרות,08/10/2027,18:00,08/10/2027,18:00,FALSE,,4,Ashdod
הבדלה,09/10/2027,18:53,09/10/2027,18:53,FALSE,,4,Ashdod
הדלקת נרות,15/10/2027,17:51,15/10/2027,17:51,FALSE,,4,Ashdod
הבדלה,16/10/2027,18:45,16/10/2027,18:45,FALSE,,4,Ashdod
הדלקת נרות,22/10/2027,17:43,22/10/2027,17:43,FALSE,,4,Ashdod
הבדלה,23/10/2027,18:38,23/10/2027,18:38,FALSE,,4,Ashdod
הדלקת נרות,29/10/2027,17:36,29/10/2027,17:36,FALSE,,4,Ashdod
הבדלה,30/10/2027,18:31,30/10/2027,18:31,FALSE,,4,Ashdod
הדלקת נרות,05/11/2027,16:30,05/11/2027,16:30,FALSE,,4,Ashdod
הבדלה,06/11/2027,17:26,06/11/2027,17:26,FALSE,,4,Ashdod
הדלקת נרות,12/11/2027,16:25,12/11/2027,16:25,FALSE,,4,Ashdod
הבדלה,13/11/2027,17:21,13/11/2027,17:21,FALSE,,4,Ashdod
הדלקת נרות,19/11/2027,16:22,19/11/2027,16:22,FALSE,,4,Ashdod
הבדלה,20/11/2027,17:18,20/11/2027,17:18,FALSE,,4,Ashdod
הדלקת נרות,26/11/2027,16:19,26/11/2027,16:19,FALSE,,4,Ashdod
הבדלה,27/11/2027,17:17,27/11/2027,17:17,FALSE,,4,Ashdod
הדלקת נרות,03/12/2027,16:19,03/12/2027,16:19,FALSE,,4,Ashdod
הבדלה,04/12/2027,17:16,04/12/2027,17:16,FALSE,,4,Ashdod
הדלקת נרות,10/12/2027,16:19,10/12/2027,16:19,FALSE,,4,Ashdod
הבדלה,11/12/2027,17:18,11/12/2027,17:18,FALSE,,4,Ashdod
הדלקת נרות,17/12/2027,16:21,17/12/2027,16:21,FALSE,,4,Ashdod
הבדלה,18/12/2027,17:20,18/12/2027,17:20,FALSE,,4,Ashdod
הדלקת נרות,24/12/2027,16:25,24/12/2027,16:25,FALSE,,4,Ashdod
הבדלה,25/12/2027,17:23,25/12/2027,17:23,FALSE,,4,Ashdod
הדלקת נרות,31/12/2027,16:29,31/12/2027,16:29,FALSE,,4,Ashdod
